id,tastesgood,caffeine,ritual,laxative,other,selection_ct
rlrZA2,1,0,1,0,0,2
ylqa28,1,0,1,0,0,2
OABNQM,1,0,0,1,0,2
6dQBjA,0,1,1,0,0,2
BGbRxR,1,0,1,0,0,2
xdNWDd,1,0,1,0,0,2
pLPplE,1,0,0,0,0,1
eBxXZJ,1,1,1,0,0,3
BGbR7R,1,1,1,0,0,3
EPbOxB,1,1,1,0,0,3
qbElA9,1,1,1,0,0,3
0EjW6B,1,0,0,0,0,1
xdNWx9,1,1,0,0,0,2
PABJad,1,0,0,0,0,1
BGbRpe,1,1,1,1,0,4
WAp7Ee,1,1,1,0,0,3
DVvGdN,1,0,1,0,0,2
EPbOqA,1,1,0,0,0,2
42NbXo,0,0,0,0,1,1
qbElDO,1,1,1,1,0,4
kYRBDj,1,0,1,1,0,3
lNlkJp,1,1,0,0,0,2
24x68b,0,1,0,0,0,1
VZ16j6,0,0,0,0,1,1
1r2aA4,1,1,1,0,0,3
xdNWa5,1,1,1,1,0,4
8dplNk,1,1,1,1,0,4
BGbRXK,1,1,1,1,0,4
J2k4AK,1,1,0,0,0,2
NABZWj,1,1,1,0,0,3
1r2a91,1,1,1,0,0,3
42NbB5,1,1,1,1,1,5
aBrM5Z,1,0,1,0,0,2
0EjRN0,1,0,0,0,0,1
oAVjDN,1,1,0,0,0,2
pLP2dP,1,1,1,0,0,3
VZ16Qj,0,1,1,0,0,2
PABJa0,1,0,1,0,0,2
g5N6yK,1,1,0,0,0,2
NABZl0,1,0,1,0,0,2
AlbXve,1,1,1,0,0,3
GrBP6O,1,0,0,0,0,1
NABZoO,1,1,0,0,0,2
KMBj5g,,,,,,0
lNlErN,1,0,1,1,0,3
42NbxA,1,1,1,0,0,3
OABN7a,0,0,0,0,1,1
DVvGBE,1,1,0,0,0,2
LdMLRO,1,1,0,0,0,2
6dQBeN,1,1,1,0,0,3
5dqPWP,0,0,1,0,0,1
ZdRBEV,1,1,1,0,0,3
8dploo,,,,,,0
0EjW7A,1,1,1,1,0,4
0EjWOB,1,1,0,0,0,2
xdNWJd,1,1,1,0,0,3
dY2yNV,1,1,1,1,0,4
0EjR2Q,0,0,0,0,1,1
qbEla5,1,1,0,0,0,2
YZzAaW,1,0,0,0,0,1
AlbXlz,,,,,,0
OABNAg,,,,,,0
NABZVl,,,,,,0
0EjWj6,,,,,,0
24x649,1,1,0,0,0,2
dY2yYK,1,1,0,1,0,3
0EjWLN,1,0,0,0,0,1
DVvGNZ,1,0,0,0,0,1
MAdx5M,1,1,1,0,0,3
zKQ6eR,1,1,1,0,0,3
NABZ0l,1,1,1,0,0,3
vNx920,0,1,0,0,0,1
RzB9zj,1,1,1,0,0,3
EPbOJX,,,,,,0
oAVjvM,,,,,,0
9dJK1Q,1,0,0,0,0,1
EPbOPr,,,,,,0
J2k42R,0,1,0,0,0,1
ylqaq4,1,0,1,0,0,2
8dplpx,1,1,0,0,0,2
rlrZLl,1,0,1,0,0,2
eBxX20,1,0,1,0,0,2
DVvGDq,1,1,1,0,0,3
42NboO,1,1,0,0,0,2
dY2yPo,1,1,0,0,0,2
GrBPJo,0,1,0,1,0,2
zKQ6W1,1,0,1,0,0,2
EPbOJN,1,1,1,0,0,3
eBxXL0,1,1,1,0,0,3
EPbO04,1,1,0,1,0,3
PABql5,1,1,1,0,0,3
1r2aEp,1,1,1,1,0,4
1r2avQ,1,0,0,0,0,1
aBrMrq,1,1,1,0,0,3
5dqAEM,1,1,0,0,0,2
rlrZdl,1,0,1,0,0,2
aBrMGB,1,0,1,0,0,2
kYRP51,,,,,,0
PABqX5,1,1,1,0,0,3
ylqaop,1,1,0,0,0,2
5dqAeP,1,0,0,0,0,1
aBrMK9,1,0,0,0,0,1
aBrMEv,1,1,0,0,0,2
MAdxOM,1,1,1,0,0,3
PABqbd,1,0,0,0,0,1
ZdRBP0,1,1,0,0,0,2
g5NoJ1,,,,,,0
VZ16bE,1,1,1,0,0,3
VZ168g,1,1,1,0,0,3
xdNWPy,1,1,0,0,0,2
oAVjyx,1,0,1,0,0,2
ZdRBYz,0,1,0,0,0,1
6dQBOB,1,1,0,0,0,2
QABQr7,1,0,1,0,0,2
aBrM0v,1,0,1,0,0,2
bl4J62,1,1,1,0,0,3
ZdRBRy,1,1,1,1,0,4
DVvGJq,1,0,0,0,0,1
42Nb1b,1,1,1,1,0,4
qbElY2,1,0,0,0,1,2
ZdRBZa,1,1,1,0,0,3
OABNzg,1,0,1,1,0,3
xdNW0o,1,1,1,0,0,3
xdNWPo,0,0,0,1,0,1
kYRPZR,0,1,0,1,1,3
J2k4D4,1,1,0,0,0,2
9dJKo1,1,0,0,0,0,1
kYRPpd,1,1,1,1,0,4
BGbRD5,0,1,0,0,0,1
rlrZlR,1,0,0,0,0,1
AlbXqk,1,1,0,0,0,2
rlrZKN,1,0,0,0,0,1
MAdxAA,0,1,0,0,0,1
AlbXWB,1,1,0,0,0,2
MAdxYp,1,1,1,0,0,3
oAVjKX,1,0,0,1,0,2
rlrZ2M,1,1,1,1,0,4
YZzAx6,1,0,0,0,0,1
bl4JY2,1,1,0,1,0,3
OABNdp,1,1,1,0,0,3
oAVjBP,1,1,0,0,0,2
WAp70N,1,0,0,0,0,1
LdM20v,1,1,0,0,0,2
lNlE46,1,1,0,1,0,3
DVvGbX,,,,,,0
lNlE0W,1,0,0,0,0,1
KMBj08,1,0,1,0,0,2
jB9VJ6,0,0,1,0,0,1
YZzAVq,1,0,0,0,0,1
jB9Vz9,1,0,0,0,0,1
0EjWPy,1,0,1,0,0,2
42NbpB,1,1,1,0,0,3
42NbGd,1,1,0,0,0,2
1r2aNO,1,1,1,0,0,3
PABq2b,1,1,1,0,0,3
NABZBQ,1,0,0,0,0,1
NABZLB,1,0,1,0,0,2
lNlENv,1,0,0,0,0,1
WAp7Pj,1,1,0,0,0,2
rlrZqL,1,1,1,0,0,3
kYRPxZ,1,1,0,0,0,2
24x6JL,1,1,0,0,0,2
AlbX9N,1,0,0,0,0,1
VZ16Zy,1,1,1,0,0,3
9dJK44,1,0,0,0,0,1
YZzAzd,1,1,1,0,0,3
RzB9gQ,1,0,1,0,0,2
XeBbB4,1,1,1,0,0,3
24x67A,1,1,1,1,0,4
zKQ6G8,0,0,0,0,1,1
qbElE7,1,1,1,0,0,3
PABqGd,1,0,0,0,0,1
qbElN8,0,1,1,1,0,3
9dJKWV,1,0,1,0,1,3
rlrZgp,,,,,,0
ylqa04,1,1,0,0,0,2
0EjWZ0,1,1,1,1,0,4
lNlEyv,0,1,0,1,0,2
g5Nok1,1,0,1,0,0,2
1r2a6L,1,1,0,1,0,3
g5NoNd,0,0,0,0,1,1
LdM2qy,1,1,0,0,0,2
DVvGYX,1,1,0,1,0,3
zKQ6OZ,,,,,,0
bl4JE6,0,0,1,0,0,1
xdNWLd,1,0,0,0,0,1
zKQ6gZ,1,1,0,0,0,2
QABQkk,1,1,0,0,0,2
OABNL7,1,1,0,0,0,2
24x6ge,1,1,1,0,0,3
NABZyp,1,1,0,0,0,2
jB9Vk6,0,0,0,0,1,1
VZ16y6,1,1,1,0,0,3
pLP24V,1,1,1,0,0,3
6dQBM5,1,1,1,0,0,3
24x6lA,1,0,1,0,0,2
rlrZQo,1,0,1,0,0,2
42NbNO,1,1,1,0,0,3
jB9VY1,1,0,0,0,0,1
RzB9kP,0,0,0,0,1,1
24x67b,1,1,1,0,0,3
YZzAZJ,1,1,1,0,0,3
zKQ6Za,1,1,1,1,0,4
g5NogM,1,1,1,0,0,3
VZ16MJ,1,1,1,0,0,3
pLP2Pb,1,0,0,1,0,2
LdM2NJ,1,1,0,0,0,2
bl4JOL,1,0,1,0,0,2
bl4Jy7,1,0,0,0,0,1
NABZv0,1,1,1,0,0,3
42NbLk,1,0,0,0,1,2
9dJKvp,1,0,1,0,0,2
6dQB4o,1,0,1,0,0,2
kYRPO6,1,1,0,1,0,3
ZdRBy5,1,1,0,0,0,2
oAVj01,1,0,0,0,0,1
AlbX8D,1,1,0,0,0,2
VZ16Mv,1,0,0,0,0,1
pLP261,1,1,1,0,0,3
vNx9Vg,1,1,0,0,0,2
vNx9K8,1,1,1,0,0,3
qbElBG,1,1,1,0,0,3
7d9kj6,1,1,1,0,0,3
KMBjkK,1,1,0,0,0,2
vNx9z8,,,,,,0
zKQ6Ja,1,1,0,0,1,3
AlbXOy,1,1,0,0,0,2
PABqr0,1,0,0,1,0,2
dY2yXr,1,1,1,1,0,4
jB9VrQ,0,0,0,0,1,1
GrBPq2,0,1,0,0,0,1
7d9k52,1,1,0,0,0,2
0EjW5A,1,1,0,0,0,2
KMBjGK,1,1,0,1,0,3
vNx9gX,0,1,1,0,0,2
bl4J4o,1,1,1,0,0,3
24x6Rb,1,1,1,1,0,4
dY2ygD,1,0,1,0,0,2
ylqar8,1,1,1,1,0,4
DVvG9l,1,0,1,0,0,2
RzB92v,1,0,0,1,0,2
jB9V7x,1,1,1,0,0,3
EPbO6L,1,1,0,0,0,2
jB9VB4,1,1,1,1,0,4
xdNWv9,1,1,1,0,0,3
5dqApP,0,1,1,0,1,3
LdM2k2,1,0,0,0,0,1
vNx9Lv,0,1,0,0,0,1
zKQ64k,1,0,1,1,0,3
5dqAko,1,1,0,0,1,3
pLP2zE,1,0,1,0,0,2
NABZQp,1,1,1,0,0,3
lNlE5V,1,1,1,0,0,3
VZ16Nl,1,0,1,0,1,3
0EjWyA,1,1,1,0,0,3
EPbOel,1,0,1,0,0,2
OABNKa,1,0,1,0,0,2
8dplAA,1,1,0,0,0,2
oAVjpN,1,1,1,0,0,3
1r2agg,1,1,1,1,0,4
EPbOgA,1,1,1,0,0,3
lNlEZX,1,1,1,0,0,3
5dqAgN,1,0,1,0,0,2
RzB9z9,1,0,0,0,0,1
5dqADQ,1,1,1,0,0,3
24x6ze,1,1,0,0,0,2
jB9V21,1,1,0,0,0,2
0EjWGP,1,1,1,0,0,3
aBrMxB,1,0,1,0,0,2
KMBjAg,1,1,1,0,0,3
AlbXGl,1,0,0,0,0,1
9dJKR1,1,1,1,0,0,3
LdM2E1,1,0,1,0,1,3
6dQBzA,1,1,0,0,0,2
dY2yKz,1,0,1,0,0,2
MAdxdX,1,1,0,0,0,2
6dQByN,1,0,0,0,1,2
dY2y1V,1,0,1,0,0,2
42NbAb,1,1,0,0,0,2
rlrZlN,0,1,1,1,0,3
VZ16xN,0,0,1,0,0,1
OABNdK,1,1,1,1,0,4
VZ16oa,1,1,1,0,0,3
zKQ6zR,1,1,0,0,0,2
NABZJQ,1,1,0,0,0,2
lNlE8N,,,,,,0
PABqqe,,,,,,0
ylqa8X,1,0,1,0,0,2
KMBj2X,1,1,0,0,0,2
KMBjbA,,,,,,0
kYRP2R,,,,,,0
jB9VRa,1,1,1,0,0,3
aBrMLB,0,1,0,0,0,1
YZzAAJ,1,1,1,0,0,3
VZ16Ra,,,,,,0
DVvGGZ,,,,,,0
GrBPVL,,,,,,0
9dJK05,1,1,1,1,0,4
24x6G9,1,1,0,0,0,2
rlrZQ2,1,1,0,0,0,2
YZzA1B,1,1,0,0,0,2
xdNW7d,1,1,0,0,0,2
ylqaBg,1,1,0,0,0,2
jB9V84,1,1,0,0,0,2
vNx95D,1,0,1,0,0,2
LdM22p,1,0,0,0,0,1
NABZ2j,1,0,1,0,0,2
RzB9yj,1,0,1,0,0,2
qbElqg,1,1,1,0,1,4
GrBPPk,1,1,0,0,0,2
DVvGQq,,,,,,0
EPbOpX,1,1,1,0,0,3
6dQBgk,1,1,1,0,0,3
VZ16Wy,1,0,0,0,0,1
GrBP8o,1,0,0,0,0,1
MAdxWM,1,0,1,0,0,2
J2k4Po,1,0,1,0,0,2
GrBP2o,0,0,0,1,0,1
1r2a1W,1,0,0,0,0,1
AlbXXz,1,0,1,0,0,2
lNlExk,1,1,0,0,0,2
EPbRko,,,,,,0
g5NoBl,1,1,0,0,0,2
LdM2A1,1,1,1,0,0,3
24x6QL,1,0,0,0,0,1
bl4pZ2,1,1,1,0,0,3
oAVj4V,1,0,1,0,0,2
QABQ6p,1,1,0,0,0,2
XeBbbY,1,1,0,0,0,2
KMBjKV,1,1,1,0,0,3
24x62j,0,1,0,0,0,1
oAVjrV,1,0,1,0,0,2
aBrMWv,1,1,1,0,0,3
9dJK8Q,1,1,0,1,0,3
rlrZZR,1,0,0,0,0,1
pLP2pB,1,1,0,0,0,2
24x6qV,1,0,0,0,0,1
EPbRKq,1,1,1,0,0,3
KMBEYM,1,1,0,0,0,2
qbElrG,1,1,0,0,0,2
1r2aol,0,0,1,0,0,1
RzB9XJ,1,1,1,0,0,3
rlrZ8R,1,0,1,1,0,3
5dq7BM,1,1,1,0,0,3
5dq7KM,1,1,1,0,0,3
oAVP61,1,1,0,0,0,2
1r2ajQ,1,1,0,0,0,2
5dq7bP,0,0,1,0,0,1
DVv8kp,,,,,,0
BGbRPN,1,1,1,1,0,4
YZzABW,1,1,1,0,0,3
zKQ6pq,1,0,1,0,0,2
zKQ9E8,1,0,1,0,0,2
vNxZPX,1,1,1,1,0,4
EPbRzo,1,1,1,0,0,3
9dJkGG,1,1,1,0,0,3
dY2yyK,1,1,1,0,0,3
42N6r5,1,0,0,0,0,1
eBxXOl,1,1,1,1,1,5
7d9krR,1,1,0,0,0,2
PABxD0,1,0,0,0,0,1
24x6qp,1,1,0,0,0,2
ZdR7OA,1,1,1,0,0,3
pLPEBP,1,0,1,0,0,2
YZzA85,1,1,1,0,0,3
AlbgPB,1,0,0,1,0,2
GrBPEL,1,1,1,0,0,3
OABNO7,1,1,1,1,0,4
dY2M0N,1,1,0,1,0,3
oAVP25,1,1,1,0,0,3
VZ1eGE,,,,,,0
jB9RlY,1,1,0,0,0,2
6dQBXB,1,0,1,0,0,2
rlrZzv,,,,,,0
J2kPqY,1,0,0,0,0,1
EPbOGB,1,0,0,0,0,1
eBxJ5E,,,,,,0
ylqQJ6,1,0,1,0,0,2
QABZ2g,1,1,1,0,0,3
EPbRPl,,,,,,0
bl4JPg,1,0,1,0,0,2
vNxZGA,1,1,1,0,0,3
YZz6ZN,1,1,1,1,0,4
0Ej9d0,1,1,1,1,0,4
AlbgBo,0,1,0,0,0,1
0Ej9BQ,1,0,0,0,0,1
1r2eXO,1,1,0,0,0,2
VZ16WM,1,0,0,0,0,1
vNx9oQ,1,1,1,0,0,3
GrBGvj,1,0,0,0,0,1
g5Nl9M,1,1,0,0,0,2
qbEl89,1,1,0,0,0,2
9dJkdE,0,1,0,0,0,1
VZ162v,1,1,1,0,0,3
bl4pVe,1,0,1,1,0,3
lNlG7v,0,1,1,1,0,3
aBrM8q,1,1,1,0,0,3
RzBNoP,1,0,0,0,0,1
EPbRQ2,1,0,1,0,0,2
ZdR7dV,1,1,1,1,0,4
8dpBdl,,,,,,0
xdNqrJ,1,1,0,0,0,2
GrBGlQ,1,1,1,1,0,4
ZdRB40,1,0,0,0,0,1
7d9AW2,1,1,0,0,0,2
PABqMQ,1,1,1,0,0,3
jB9RGa,,,,,,0
0Ej9V0,1,0,0,0,0,1
g5Nl5P,1,0,1,0,0,2
Albgdl,1,1,1,0,0,3
42N6Ak,,,,,,0
zKQ9ME,1,0,0,0,0,1
DVv85N,1,1,0,0,0,2
VZ1e8M,1,1,0,0,0,2
aBrLEb,1,0,1,0,0,2
24x6Wj,1,0,0,0,0,1
pLPEL1,1,1,0,0,0,2
qbErYG,1,1,0,1,0,3
6dQlWP,1,1,0,0,0,2
OAB2Aa,1,1,0,0,0,2
OAB2b7,1,0,0,0,0,1
vNxZMd,1,0,1,0,0,2
eBxXVe,1,1,1,0,0,3
DVvG6Z,0,1,0,0,1,2
QABQqX,1,0,0,0,0,1
ZdR7Dy,,,,,,0
GrBGXp,1,0,0,0,0,1
rlr4PX,1,1,1,0,0,3
LdMr0l,1,1,1,1,0,4
eBxJ00,1,1,1,1,0,4
zKQ90R,1,1,1,1,1,5
J2kPVo,1,1,0,0,0,2
42N6jr,1,1,0,0,0,2
qbErd5,1,1,1,0,0,3
8dpBAO,1,0,1,0,0,2
DVv81l,1,0,0,0,0,1
PABxBV,1,1,1,0,0,3
5dq7jb,1,0,0,0,0,1
1r2ePM,1,0,0,0,0,1
1r2e7b,1,1,0,0,0,2
ZdR71z,1,1,1,0,0,3
LdMrWJ,1,0,1,0,0,2
6dQlOJ,1,0,0,0,0,1
KMBEyk,1,1,0,0,0,2
bl4pNL,1,1,1,0,0,3
xdNq0r,,,,,,0
eBxJYO,,,,,,0
VZ162J,1,0,1,0,0,2
rlr4p5,1,1,1,0,0,3
6dQl1k,1,0,1,0,0,2
aBrLk9,,,,,,0
jB9R0a,1,0,0,0,0,1
5dq786,1,1,1,0,0,3
zKQ92a,,,,,,0
42N6zO,1,0,0,0,0,1
1r2erg,1,1,0,0,1,3
LdMrq2,1,0,0,0,0,1
MAd4VX,1,0,0,0,0,1
42N69k,1,0,0,0,0,1
PABxYe,1,1,1,0,1,4
GrBGy2,1,1,1,0,0,3
EPbRb4,1,1,0,0,0,2
ZdR7ya,1,0,0,0,0,1
bl4Jbo,1,0,1,0,0,2
lNlG96,1,0,1,1,0,3
ZdR7ga,1,1,1,0,0,3
xdNWOy,1,1,1,0,0,3
42N6Ro,1,1,1,0,0,3
zKQ9BZ,1,0,1,0,0,2
5dq7GE,1,1,1,0,0,3
g5NlDN,1,0,0,0,1,2
42N6Do,1,0,1,1,0,3
WApWXL,1,1,1,0,0,3
AlbgaB,1,0,1,0,0,2
xdNqlo,1,0,1,0,1,3
KMBE2z,1,1,0,0,0,2
5dq7xv,1,0,0,0,1,2
QABZZY,1,1,1,1,0,4
MAdx0p,1,1,0,0,0,2
WApWgP,1,1,1,0,0,3
eBxJ8J,1,1,1,0,0,3
42N6Ob,1,1,1,0,0,3
WApWkQ,1,1,1,0,0,3
KMBEEg,1,0,0,0,0,1
6dQldA,1,0,0,0,0,1
rlr40N,1,1,1,1,0,4
DVv8QN,,,,,,0
WApW6L,1,1,1,1,0,4
g5NlBD,1,0,0,0,0,1
QABZOp,1,1,0,0,0,2
KMBEgk,1,0,1,0,0,2
VZ1eAl,0,0,1,0,1,2
YZz62W,1,1,1,1,0,4
OAB2Yg,0,1,1,1,0,3
8dpBBl,1,1,1,0,0,3
VZ1e6j,1,0,0,0,0,1
WApWWe,1,1,1,0,0,3
rlr4e2,0,0,0,0,1,1
6dQlqY,1,1,1,0,0,3
8dpB2A,1,1,1,0,0,3
NABj2p,1,0,1,0,1,3
oAVPaM,1,1,1,0,0,3
DVv89p,1,1,1,0,0,3
jB9RLJ,1,1,1,1,0,4
rlrZXl,1,1,0,0,0,2
XeBbpg,1,1,1,1,0,4
ZdR7e0,1,0,1,0,0,2
WApWQJ,1,1,0,0,0,2
XeBaWz,1,1,1,0,0,3
xdNqzG,1,1,1,0,0,3
WApWxv,1,1,1,1,0,4
AlbgoD,1,0,1,0,0,2
dY2MBK,1,1,0,0,0,2
aBrROv,,,,,,0
jB9jDa,1,1,1,0,0,3
jB9RO4,1,0,1,0,0,2
EPbRj4,0,0,0,1,0,1
8dpX1O,1,1,1,0,0,3
OAB6l8,1,1,0,1,0,3
J2kPNR,1,1,1,0,0,3
ylqBN4,1,0,1,1,0,3
LdMrQp,1,0,1,0,0,2
42N6WX,1,0,0,0,1,2
RzBAWd,1,1,1,0,0,3
oAVq21,1,0,1,0,0,2
BGbyPK,1,1,0,0,0,2
OAB648,1,1,1,0,0,3
KMB9Q8,1,1,0,0,1,3
rlr4zR,1,0,0,0,0,1
5dq7WE,1,0,1,0,0,2
eBxV50,1,0,0,0,0,1
vNxlyd,1,0,1,0,0,2
LdMePG,1,1,1,1,0,4
EPbRyr,1,1,0,0,0,2
vNxZ70,1,1,1,0,0,3
9dJ8D1,1,1,1,0,0,3
WApLzP,1,1,1,1,0,4
NABaJp,,,,,,0
9dJ8Np,1,0,0,0,0,1
AlbEzk,1,1,1,0,0,3
MAdWKM,1,1,1,0,1,4
EPb2PL,1,1,1,0,0,3
xdNAp9,1,1,1,0,0,3
5dqJKo,1,0,0,0,0,1
rlrejl,1,0,1,0,0,2
7d9yRP,1,0,1,0,0,2
rlre6L,1,1,1,0,0,3
DVvjzj,1,1,0,0,0,2
dY2Oqo,1,1,0,0,0,2
AlbE6y,1,1,1,0,0,3
pLPQP1,,,,,,0
J2kQlJ,1,1,1,1,1,5
EPb20A,1,0,0,0,0,1
BGbrD1,1,1,1,1,0,4
RzBABK,1,0,0,0,0,1
oAVqB5,1,1,1,0,0,3
ylqB9p,1,0,0,0,0,1
xdNAQE,1,0,0,0,0,1
1r2LM4,1,1,0,1,0,3
rlredX,1,1,1,0,0,3
vNxlql,1,1,0,0,0,2
XeBplg,1,1,0,0,0,2
EPb2do,1,1,0,0,0,2
24xW0D,0,1,1,0,0,2
oAVqvP,1,0,0,0,0,1
J2kQMR,0,1,1,0,0,2
lNlxDk,1,1,1,1,1,5
ylqBx6,0,1,1,0,0,2
GrBZqL,1,1,1,1,0,4
lNlxzk,1,0,0,0,0,1
ZdRMve,1,1,1,0,0,3
jB9jga,1,1,1,0,0,3
aBrRzB,1,1,1,0,0,3
oAVq0b,1,0,1,0,0,2
XeBpQg,1,1,1,0,0,3
pLPQ48,1,1,1,0,0,3
8dpXyx,,,,,,0
oAVqaV,,,,,,0
6dQgAY,1,0,1,0,0,2
xdNAoy,1,1,0,1,0,3
ylqBoX,1,0,0,0,0,1
eBxV8q,1,1,1,0,0,3
oAVqa1,1,0,0,0,0,1
24xpyV,1,0,1,0,0,2
0EjKGN,1,1,1,0,0,3
1r2LyW,1,0,0,0,0,1
NABavG,1,1,0,0,0,2
oAVq6P,1,1,0,0,0,2
YZz1bq,1,0,0,0,0,1
EPb2gX,1,0,1,0,0,2
PAB78B,1,0,1,0,0,2
8dpX8r,1,1,1,0,0,3
WApLda,1,1,0,0,0,2
0EjKy6,1,1,1,0,0,3
YZz1A0,1,0,0,0,0,1
g5NEKJ,,,,,,0
xdNA59,1,1,1,0,0,3
dY2Ooz,1,1,0,0,0,2
NABaRj,1,1,0,0,0,2
QABbZl,1,0,0,0,0,1
5dqJoM,1,0,0,0,0,1
rlreXp,1,1,0,0,0,2
8dpXYA,0,1,0,0,0,1
KMB9AM,1,0,0,0,0,1
WApLLL,1,0,1,0,0,2
AlbEVy,1,1,1,1,0,4
vNxl7g,1,0,1,0,0,2
GrBZNe,1,1,1,0,0,3
YZz18v,1,1,1,0,0,3
AlbkLk,,,,,,0
7d9yy6,1,0,1,0,0,2
ylqB1g,1,1,0,1,0,3
PAB7M1,0,0,1,0,0,1
zKQVxM,1,1,0,0,0,2
lNlx8p,1,1,1,0,0,3
5dqNjo,1,0,0,0,0,1
GrBMKZ,,,,,,0
jB9j11,1,1,1,1,1,5
5dqJYM,1,1,1,0,0,3
kYR2Dr,0,0,0,0,1,1
zKQV7a,1,1,0,0,0,2
8dp9Nz,1,0,1,0,0,2
vNxlRX,1,0,0,0,0,1
9dJe7p,1,1,1,0,0,3
VZ1Kkj,1,0,1,0,0,2
WAp48j,1,0,1,0,0,2
MAdWMA,1,1,0,0,0,2
xdNGXv,1,0,0,0,0,1
PABo6b,1,1,1,0,0,3
OAB6OM,1,0,1,0,0,2
6dQqO5,,,,,,0
kYR2Ld,1,1,1,0,0,3
0Ej4MZ,1,0,1,0,0,2
BGbvpQ,1,0,0,0,0,1
8dp9L5,1,0,0,0,0,1
8dp9po,,,,,,0
EPbpKr,1,1,1,0,0,3
MAd0AX,1,0,1,0,0,2
DVvLzq,1,1,0,0,0,2
XeBjEd,1,1,1,1,0,4
OABRPK,1,1,0,0,0,2
qbEyL9,0,1,0,0,0,1
AlbkDW,1,1,0,0,0,2
bl4axo,1,0,1,0,0,2
DVvLV5,1,1,1,0,0,3
8dp9jk,0,0,0,1,0,1
24x2LA,1,1,1,0,0,3
GrBM1j,1,1,0,0,0,2
1r2L1g,1,1,1,0,0,3
9dJelG,1,0,0,0,0,1
xdNG0E,1,1,1,0,0,3
24x2vA,1,0,0,0,0,1
LdM8M2,1,1,0,0,0,2
MAd0Ml,,,,,,0
jB9KW6,1,1,0,0,0,2
NABz8N,1,1,0,0,0,2
bl4aL2,1,0,1,0,0,2
J2ky8z,1,0,0,0,0,1
ZdRxV0,1,1,1,0,0,3
PABo0Q,1,0,0,0,0,1
g5NBYM,,,,,,0
0Ej4lB,1,1,0,0,0,2
QABGxl,1,0,1,0,0,2
24x2DM,1,1,1,0,0,3
MAd0qA,1,1,1,0,0,3
ZdRxgB,1,1,1,0,0,3
lNlp2B,1,1,1,0,0,3
42NZeo,,,,,,0
RzBOa9,0,0,0,0,1,1
GrBMjZ,1,0,0,0,0,1
YZz2Ad,1,1,0,0,0,2
dY274o,1,0,1,0,0,2
PABoP1,1,1,0,0,0,2
GrBMEp,1,1,0,0,0,2
24x2qb,,,,,,0
NABz2Q,1,0,0,0,0,1
g5NB6d,1,1,1,0,1,4
aBrWJv,1,1,1,0,0,3
42NZA5,1,1,0,0,0,2
RzBOyJ,1,0,0,0,0,1
lNlp8B,0,0,1,1,0,2
EPbp2o,1,0,0,0,0,1
VZ1rGy,1,0,0,0,1,2
kYRqad,1,0,0,0,0,1
0Ej4X0,1,1,1,0,0,3
eBxbko,1,1,1,0,0,3
lNlQrN,,,,,,0
bl4P96,1,1,1,0,0,3
MAd0WY,1,1,1,0,0,3
9dJe8G,1,0,0,0,0,1
vNxkjX,0,0,0,0,1,1
VZ1rXg,1,1,1,0,0,3
zKQVV8,1,1,1,0,0,3
QABGgl,1,0,0,0,0,1
EPb9ll,1,1,0,0,0,2
24x26V,1,1,1,0,0,3
AlbZBe,1,1,0,0,0,2
ylqLXd,0,1,0,0,0,1
qbEyyd,1,0,1,0,0,2
KMBbM8,1,1,1,0,0,3
9dJVXE,1,1,0,0,0,2
zKQl7M,1,1,0,1,0,3
pLParP,1,0,1,0,0,2
VZ1g0g,1,0,0,0,0,1
GrBW9e,1,0,0,0,0,1
aBrWpq,1,1,0,0,0,2
8dpOeO,,,,,,0
5dqRxZ,1,1,0,0,0,2
jB9Ne1,1,1,1,0,1,4
KMBbo8,1,1,0,0,0,2
DVvQKl,1,1,0,1,0,3
dY2rYo,1,1,0,1,0,3
24x2Jb,1,1,1,0,0,3
KMBbkK,,,,,,0
ylqL9x,0,0,1,0,0,1
BGbNGQ,1,0,1,0,0,2
g5N2AO,1,1,0,0,0,2
eBx4zJ,1,0,1,0,0,2
eBx4lx,,,,,,0
VZ1gxN,1,1,1,0,0,3
EPb9Y2,1,1,0,0,0,2
XeBX9e,1,0,0,0,0,1
oAVWQN,1,1,0,0,0,2
6dQoVo,1,1,1,0,0,3
vNxkK8,1,1,0,0,0,2
NABzGb,1,1,1,1,0,4
EPb9El,1,0,0,0,0,1
pLPgv1,1,1,0,0,0,2
24x2lM,0,1,0,0,0,1
OABRKR,1,1,1,1,0,4
24xpWb,1,0,0,0,0,1
lNlxeW,1,1,1,0,0,3
OAB6ER,1,0,0,0,1,2
DVvQbX,1,0,0,0,0,1
jB9jR9,1,1,1,1,0,4
KMBbAX,1,1,1,0,0,3
rlr7bo,1,1,1,1,0,4
RzBppJ,,,,,,0
J2k7jK,0,0,0,0,1,1
ZdR0bB,1,0,0,0,0,1
bl4P1Z,1,0,0,0,0,1
bl4Pag,1,1,1,0,0,3
1r28gg,1,1,1,0,0,3
BGbNr5,1,1,0,0,0,2
42NeXb,1,1,1,0,0,3
GrBWAZ,1,1,1,0,0,3
xdNKWr,1,1,1,1,0,4
9dJVkQ,1,1,0,0,0,2
OABvZY,1,0,0,0,0,1
42NeJo,1,1,0,0,0,2
ylqV46,1,0,1,0,0,2
pLP8oy,1,1,0,0,0,2
5dqW9v,1,1,0,0,0,2
NABG0O,,,,,,0
ylqVl8,1,1,1,1,0,4
